moviename,release_date,budget,crore conversion,Currency conversion,year,cleaned_budget,cleaned_release_date,cleaned_budget_2,final_budget
Brick Mansions,"
April 23, 2014 (2014-04-23) (France)
April 25, 2014 (2014-04-25) (United States)
",$28 million,1,1,2014,28000000,4/25/2014,28000000,28000000
Son of God,"
February 28, 2014 (2014-02-28) (United States)
",$22 million,1,1,2014,22000000,2/28/2014,22000000,22000000
Think Like a Man Too,"
June 20, 2014 (2014-06-20) (United States)
",$24 million,1,1,2014,24000000,6/20/2014,24000000,24000000
Jersey Boys,"
June 5, 2014 (2014-06-05) (Sydney Film Festival)
June 20, 2014 (2014-06-20) (United States)
",$40–58.6 million,1,1,2014,6000000,6/20/2014,58600000,58600000
The Giver,"
August 11, 2014 (2014-08-11) (Ziegfeld Theatre)
August 15, 2014 (2014-08-15) (United States)
",$25 million,1,1,2014,25000000,8/15/2014,25000000,25000000
God's Not Dead,"
April 1, 2016 (2016-04-01)
",$5 million,1,1,2016,5000000,4/1/2016,5000000,5000000
Begin Again,"
September 7, 2013 (2013-09-07) (TIFF)
June 27, 2014 (2014-06-27) (United States)
",$8 million,1,1,2014,8000000,6/27/2014,8000000,8000000
The White Haired Witch of Lunar Kingdom,"
31 July 2014 (2014-07-31)
",100 million yuan  (US$16 million),1,1,2014,16000000,7/31/2014,16000000,16000000
The Walk,"
September 19, 2014 (2014-09-19)
",$23–28 million,1,1,2014,28000000,9/19/2014,28000000,28000000
Miss Granny,"
January 22, 2014 (2014-01-22)
",US$3.2 million,1,1,2015,2000000,1/22/2014,3200000,3200000
A Walk Among the Tombstones,"
September 19, 2014 (2014-09-19)
",$23–28 million,1,1,2014,28000000,9/19/2014,28000000,28000000
Dolphin Tale 2,"
September 12, 2014 (2014-09-12)
",$36 million,1,1,2014,36000000,9/12/2014,36000000,36000000
Supercondriaque,"
26 February 2014 (2014-02-26) (France)
",$36.3 million,1,1,2014,3000000,2/26/2014,36300000,36300000
3 Days to Kill,"
12 February 2014 (2014-02-12) (Los Angeles)
21 February 2014 (2014-02-21) (United States)
19 March 2014 (2014-03-19) (France)
",$28 million,1,1,2014,28000000,3/19/2014,28000000,28000000
Magic in the Moonlight,"
July 25, 2014 (2014-07-25)
",$16.8 million,1,1,2014,8000000,7/25/2014,16800000,16800000
About Last Night,"
February 11, 2014 (2014-02-11) (PAFF)
February 14, 2014 (2014-02-14) (United States)
",$13 million,1,1,2014,13000000,2/14/2014,13000000,13000000
Whiplash,"
January 16, 2014 (2014-01-16) (Sundance)
October 10, 2014 (2014-10-10) (United States)
",$3.3 million,1,1,2014,3000000,10/10/2014,3300000,3300000
Boyhood,"
January 19, 2014 (2014-01-19) (Sundance)
July 11, 2014 (2014-07-11) (United States)
",$4 million,1,1,2014,4000000,7/11/2014,4000000,4000000
Nightcrawler,"
September 5, 2014 (2014-09-05) (TIFF)
October 31, 2014 (2014-10-31) (United States)
",$8.5 million,1,1,2014,5000000,10/31/2014,8500000,8500000
Earth to Echo,"
June 14, 2014 (2014-06-14) (LAFF)
July 2, 2014 (2014-07-02) (United States)
",$13 million,1,1,2014,13000000,7/2/2014,13000000,13000000
That Awkward Moment,"
January 27, 2014 (2014-01-27) (Los Angeles)
January 31, 2014 (2014-01-31) (United States)
",$8 million,1,1,2014,8000000,1/31/2014,8000000,8000000
Oculus,"
September 8, 2013 (2013-09-08) (TIFF)
April 11, 2014 (2014-04-11) (United States)
",$5 million,1,1,2014,5000000,4/11/2014,5000000,5000000
Asterix and Obelix: Mansion of the Gods,"
26 November 2014 (2014-11-26) (France)
",€31 million,1,1.08,2014,31000000,11/26/2014,31000000,33480000
"As Above, So Below","
August 29, 2014 (2014-08-29)
",$5 million,1,1,2014,5000000,8/29/2014,5000000,5000000
This Is Where I Leave You,"
September 19, 2014 (2014-09-19)
",$19.8 million,1,1,2014,8000000,9/19/2014,19800000,19800000
The November Man,"
August 27, 2014 (2014-08-27)
",$15 million,1,1,2014,15000000,8/27/2014,15000000,15000000
Sin City: A Dame to Kill For,"
August 19, 2014 (2014-08-19) (TCL Chinese Theatre)
August 22, 2014 (2014-08-22) (United States)
",$65 million,1,1,2014,65000000,8/22/2014,65000000,65000000
The Gambler,"
November 10, 2014 (2014-11-10) (AFI Fest)
December 25, 2014 (2014-12-25) (United States)
",$25–31 million,1,1,2014,31000000,12/25/2014,31000000,31000000
Samba,"
7 September 2014 (2014-09-07) (TIFF)
15 October 2014 (2014-10-15) (France)
",$19 million,1,1,2014,19000000,10/15/2014,19000000,19000000
The Best of Me,"
October 17, 2014 (2014-10-17) (United States)
",$26 million,1,1,2014,26000000,10/17/2014,26000000,26000000
Million Dollar Arm,"
May 6, 2014 (2014-05-06) (El Capitan Theatre)
May 16, 2014 (2014-05-16) (United States)
",$25 million,1,1,2014,25000000,5/16/2014,25000000,25000000
The Water Diviner,"
26 December 2014 (2014-12-26) (Australia)
24 April 2015 (2015-04-24) (United States)
",$22.5 million,1,1,2014,5000000,4/24/2015,22500000,22500000
Devil's Due,"
January 17, 2014 (2014-01-17)
",$7 million,1,1,2014,7000000,1/17/2014,7000000,7000000
A Most Wanted Man,"
19 January 2014 (2014-01-19) (Sundance)[3]
25 July 2014 (2014-07-25) (United States)
5 September 2014 (2014-09-05) (United Kingdom)
",$15 million,1,1,2014,15000000,9/5/2014,15000000,15000000
Kundo: Age of the Rampant,"
July 23, 2014 (2014-07-23)
",US$7 million,1,1,2014,7000000,7/23/2014,7000000,7000000
When Marnie Was There,"
19 July 2014 (2014-07-19)
",¥1.15 billion($10.5 million),1,1,2014,5000000,7/19/2014,10500000,10500000
"My Love, Don't Cross That River","
November 2013 (2013-11) (DMZ Docs)
November 27, 2014 (2014-11-27) (South Korea)
","US$110,000",1,1,2014,110000,11/27/2014,110000,110000
Get on Up,"
August 1, 2014 (2014-08-01) (United States)
",$30 million,1,1,2014,30000000,8/1/2014,30000000,30000000
Mrs. Brown's Boys D'Movie,"
27 June 2014 (2014-06-27)
",£3.6 million,1,1.28,2014,6000000,6/27/2014,3600000,4608000
Winter's Tale,"
February 13, 2014 (2014-02-13) (London)
February 14, 2014 (2014-02-14) (United States)
",$75 million,1,1,2014,75000000,2/14/2014,75000000,75000000
When the Game Stands Tall,"
August 4, 2014 (2014-08-04) (Hollywood premiere)
August 22, 2014 (2014-08-22) (United States)
",$15 million,1,1,2014,15000000,8/22/2014,15000000,15000000
Draft Day,"
April 7, 2014 (2014-04-07) (Los Angeles)
April 11, 2014 (2014-04-11) (United States)
",$25 million,1,1,2014,25000000,4/11/2014,25000000,25000000
Big Eyes,"
December 15, 2014 (2014-12-15) (New York City)
December 25, 2014 (2014-12-25) (United States)
",$10 million,1,1,2014,10000000,12/25/2014,10000000,10000000
The Fatal Encounter,"
April 30, 2014 (2014-04-30)
",US$9.6 million,1,1,2014,6000000,4/30/2014,9600000,9600000
Nicholas on Holiday,"
9 July 2014 (2014-07-09)
",€24.5 million,1,1.08,2014,5000000,7/9/2014,24500000,26460000
Grace of Monaco,"
May 14, 2014 (2014-05-14) (Cannes Film Festival)
May 15, 2014 (2014-05-15) (Italy)
May 21, 2014 (2014-05-21) (Belgium)
May 25, 2015 (2015-05-25) (United States)
",$30 million,1,1,2014,30000000,5/25/2015,30000000,30000000
Left Behind,"
October 3, 2014 (2014-10-03)
",$16 million,1,1,2014,16000000,10/3/2014,16000000,16000000
Top Five,"
September 6, 2014 (2014-09-06) (TIFF)
December 12, 2014 (2014-12-12) (United States)
",$12 million,1,1,2014,12000000,12/12/2014,12000000,12000000
A Haunted House 2,"
April 18, 2014 (2014-04-18)
",$4 million,1,1,2014,4000000,4/18/2014,4000000,4000000
And So It Goes,"
July 25, 2014 (2014-07-25)
",$18 million,1,1,2014,18000000,7/25/2014,18000000,18000000
Kung Fu Jungle,"
12 October 2014 (2014-10-12) (BFI London Film Festival)
30 October 2014 (2014-10-30) (Hong Kong)
31 October 2014 (2014-10-31) (China)
","HK$200 million  (US$25,800,000)",1,1,2014,2.58E+13,10/31/2014,25800000000000,25800000000000
Star Wars: Episode VII - The Force Awakens,"
December 14, 2015 (2015-12-14) (Los Angeles)
December 18, 2015 (2015-12-18) (United States)
","
$306 million (gross)
$258.6 million (net)
",1,1,2015,6000000,12/18/2015,258600000,258600000
Jurassic World,"
May 21, 2018 (2018-05-21) (WiZink Center)
June 22, 2018 (2018-06-22) (United States)
",$170–187 million,1,1,2018,187000000,6/22/2018,187000000,187000000
Furious 7,"
April 1, 2015 (2015-04-01) (TCL Chinese Theatre)
April 3, 2015 (2015-04-03) (United States)
",$190 million,1,1,2015,190000000,4/3/2015,190000000,190000000
Avengers: Age of Ultron,"
April 13, 2015 (2015-04-13) (Dolby Theatre)
May 1, 2015 (2015-05-01) (United States)
","
$444–495.2 million (gross)
$365 million (net)
",1,1,2015,365000000,5/1/2015,365000000,365000000
Minions,"
June 11, 2015 (2015-06-11) (Odeon Leicester Square)
July 10, 2015 (2015-07-10) (United States)
",$74 million,1,1,2015,74000000,7/10/2015,74000000,74000000
Spectre,"
26 October 2015 (2015-10-26) (United Kingdom)
6 November 2015 (2015-11-06) (United States)
",$245–300 million[N 1],1,1,2015,1000000,11/6/2015,1000000,1000000
Inside Out,"
May 18, 2015 (2015-05-18) (Cannes)
June 19, 2015 (2015-06-19) (United States)
",$175 million,1,1,2015,175000000,6/19/2015,175000000,175000000
Mission: Impossible - Rogue Nation,"
July 23, 2015 (2015-07-23) (Vienna State Opera)
July 31, 2015 (2015-07-31) (United States)
",$150 million,1,1,2015,150000000,7/31/2015,150000000,150000000
The Martian,"
September 11, 2015 (2015-09-11) (TIFF)
September 30, 2015 (2015-09-30) (United Kingdom)
October 2, 2015 (2015-10-02) (United States)
",$108 million,1,1,2015,108000000,10/2/2015,108000000,108000000
Fifty Shades of Grey,"
February 9, 2015 (2015-02-09) (Los Angeles)
February 13, 2015 (2015-02-13) (United States)
",$40 million,1,1,2015,40000000,2/13/2015,40000000,40000000
Cinderella,"
5 October 2018 (2018-10-05)
",₹5-8crore,10000000,0.013,2017,8,10/5/2018,8,1040000
The Revenant,"
December 16, 2015 (2015-12-16) (TCL Chinese Theatre)
December 25, 2015 (2015-12-25) (United States)
",$135 million,1,1,2015,135000000,12/25/2015,135000000,135000000
Ant-Man,"
June 25, 2018 (2018-06-25) (El Capitan Theatre)
July 6, 2018 (2018-07-06) (United States)
",$130–195 million,1,1,2018,195000000,7/6/2018,195000000,195000000
Hotel Transylvania 2,"
September 25, 2015 (2015-09-25)
",$80 million,1,1,2015,80000000,9/25/2015,80000000,80000000
San Andreas,"
May 27, 2015 (2015-05-27) (Los Angeles)
May 29, 2015 (2015-05-29) (United States)
",$110 million,1,1,2015,110000000,5/29/2015,110000000,110000000
Terminator Genisys,"
June 22, 2015 (2015-06-22) (Berlin)
July 1, 2015 (2015-07-01) (United States)
",$155–158 million,1,1,2015,158000000,7/1/2015,158000000,158000000
Mad Max: Fury Road,"
7 May 2015 (2015-05-07) (TCL Chinese Theatre)
14 May 2015 (2015-05-14) (Australia)
",$154.6–185.1 million,1,1,2015,1000000,5/14/2015,185100000,185100000
The Good Dinosaur,"
November 10, 2015 (2015-11-10) (Paris)
November 25, 2015 (2015-11-25) (United States)
",$175–200 million,1,1,2015,200000000,11/25/2015,200000000,200000000
Taken 3,"
16 December 2014 (2014-12-16) (Germany)
9 January 2015 (2015-01-09) (United States)
21 January 2015 (2015-01-21) (France)
",$48 million,1,1,2015,48000000,1/21/2015,48000000,48000000
The SpongeBob Movie: Sponge Out of Water,"
January 28, 2015 (2015-01-28) (Belgium)[1][2]
February 6, 2015 (2015-02-06) (United States)
",$60–74 million,1,1,2015,74000000,2/6/2015,74000000,74000000
Maze Runner: The Scorch Trials,"
September 18, 2015 (2015-09-18) (United States)
",$61 million,1,1,2015,61000000,9/18/2015,61000000,61000000
The Divergent Series: Insurgent,"
March 11, 2015 (2015-03-11) (London)
March 20, 2015 (2015-03-20) (United States)
",$110 million,1,1,2015,110000000,3/20/2015,110000000,110000000
Pitch Perfect 2,"
April 20, 2015 (2015-04-20) (Las Vegas)
May 15, 2015 (2015-05-15) (United States)
",$29–31 million,1,1,2015,31000000,5/15/2015,31000000,31000000
Mojin: The Lost Legend,"
December 18, 2015 (2015-12-18)
",US$37 million,1,1,2015,37000000,12/18/2015,37000000,37000000
Lost in Hong Kong,"
September 25, 2015 (2015-09-25)
",US$15.6 million,1,1,2015,6000000,9/25/2015,15600000,15600000
The Peanuts Movie,"
November 1, 2015 (2015-11-01) (New York City premiere)
November 6, 2015 (2015-11-06) (United States)
",$99 million,1,1,2015,99000000,11/6/2015,99000000,99000000
Pixels,"
July 24, 2015 (2015-07-24) (United States)
",$88–129 million,1,1,2015,129000000,7/24/2015,129000000,129000000
Daddy's Home,"
November 5, 2017 (2017-11-05) (Regency Village Theater)
November 10, 2017 (2017-11-10) (United States)
",$69 million,1,1,2017,69000000,11/10/2017,69000000,69000000
Alvin and the Chipmunks: The Road Chip,"
December 18, 2015 (2015-12-18)
",$90 million,1,1,2015,90000000,12/18/2015,90000000,90000000
Ted 2,"
June 24, 2015 (2015-06-24) (Ziegfeld Theater)
June 26, 2015 (2015-06-26) (United States)
",$68 million,1,1,2015,68000000,6/26/2015,68000000,68000000
Tomorrowland,"
May 9, 2015 (2015-05-09) (Disneyland)
May 22, 2015 (2015-05-22) (United States)
",$180–190 million,1,1,2015,190000000,5/22/2015,190000000,190000000
Everest,"
September 2, 2015 (2015-09-02) (Venice)
September 18, 2015 (2015-09-18) (United States)
",$55 million,1,1,2015,55000000,9/18/2015,55000000,55000000
The Intern,"
September 25, 2015 (2015-09-25)
",$35 million,1,1,2015,35000000,9/25/2015,35000000,35000000
Jian Bing Man,"
16 June 2015 (2015-06-16) (SIFF)
17 July 2015 (2015-07-17) (China)
",US$12.88 million,1,1,2015,88000000,7/17/2015,12880000,12880000
Jupiter Ascending,"
January 27, 2015 (2015-01-27) (Sundance Film Festival)
February 6, 2015 (2015-02-06) (United States)
February 19, 2015 (2015-02-19) (Australia)
",$176–210 million,1,1,2015,210000000,2/19/2015,210000000,210000000
Creed,"
November 14, 2018 (2018-11-14) (Lincoln Center)
November 21, 2018 (2018-11-21) (United States)
",$50 million,1,1,2018,50000000,11/21/2018,50000000,50000000
Bridge of Spies,"
October 4, 2015 (2015-10-04) (New York Film Festival)
October 16, 2015 (2015-10-16) (United States)
November 26, 2015 (2015-11-26) (Germany)
",$40 million,1,1,2015,40000000,11/26/2015,40000000,40000000
Focus,"
February 11, 2015 (2015-02-11) (London)
February 27, 2015 (2015-02-27) (United States)
",$50.1-65 million,1,1,2015,65000000,2/27/2015,65000000,65000000
Ip Man 3,"
16 December 2015 (2015-12-16) (Hong Kong premiere)
24 December 2015 (2015-12-24) (Hong Kong)
",US$36 million,1,1,2015,36000000,12/24/2015,36000000,36000000
The Hateful Eight,"
December 7, 2015 (2015-12-07) (Cinerama Dome)
December 25, 2015 (2015-12-25) (United States)
",$44–62 million,1,1,2015,62000000,12/25/2015,62000000,62000000
Gods of Egypt,"
February 25, 2016 (2016-02-25) (Australia)
February 26, 2016 (2016-02-26) (United States)
",$140 million,1,1,2015,140000000,2/26/2016,140000000,140000000
The Last Witch Hunter,"
October 13, 2015 (2015-10-13) (New York City)
October 23, 2015 (2015-10-23) (United States)
",$71–90 million,1,1,2015,90000000,10/23/2015,90000000,90000000
Trainwreck,"
March 15, 2015 (2015-03-15) (SXSW)
July 17, 2015 (2015-07-17) (United States)
",$35 million,1,1,2015,35000000,7/17/2015,35000000,35000000
Point Break,"
December 1, 2015 (2015-12-01) (Beijing)
December 25, 2015 (2015-12-25) (United States)
",$105 million,1,1,2015,105000000,12/25/2015,105000000,105000000
The Big Short,"
November 12, 2015 (2015-11-12) (AFI Fest)
December 11, 2015 (2015-12-11) (United States)
",$50 million,1,1,2015,50000000,12/11/2015,50000000,50000000
Detective Chinatown,"
12 February 2021 (2021-02-12) (China)
",$117 million,1,1,2021,117000000,2/12/2021,117000000,117000000
Ride Along 2,"
January 6, 2016 (2016-01-06) (Miami)
January 15, 2016 (2016-01-15) (United States)
",$40 million,1,1,2015,40000000,1/15/2016,40000000,40000000
Magic Mike XXL,"
June 25, 2015 (2015-06-25) (Los Angeles)
July 1, 2015 (2015-07-01) (United States)
",$14.8 million,1,1,2015,8000000,7/1/2015,14800000,14800000
Insidious: Chapter 3,"
June 5, 2015 (2015-06-05)
",$11 million,1,1,2015,11000000,6/5/2015,11000000,11000000
Get Hard,"
March 16, 2015 (2015-03-16) (SXSW)
March 27, 2015 (2015-03-27) (United States)
",$40-44 million,1,1,2015,44000000,3/27/2015,44000000,44000000
The 5th Wave,"
January 22, 2016 (2016-01-22) (United States)
",$38–54 million,1,1,2015,54000000,1/22/2016,54000000,54000000
Paul Blart: Mall Cop 2,"
April 17, 2015 (2015-04-17) (United States)
",$30–40 million,1,1,2015,40000000,4/17/2015,40000000,40000000
The Man from U.N.C.L.E.,"
August 2, 2015 (2015-08-02) (Barcelona)
August 14, 2015 (2015-08-14) (United States)
",$75–84 million,1,1,2015,84000000,8/14/2015,84000000,84000000
Shaun the Sheep Movie,"
24 January 2015 (2015-01-24) (Sundance)[1]
6 February 2015 (2015-02-06) (United Kingdom)[2]
",$25 million,1,1,2019,25000000,2/6/2015,25000000,25000000
Chappie,"
March 4, 2015 (2015-03-04) (New York City)
March 6, 2015 (2015-03-06) (United States)
",$49 million,1,1,2015,49000000,3/6/2015,49000000,49000000
Black Mass,"
September 4, 2015 (2015-09-04) (Venice)[1]
September 18, 2015 (2015-09-18) (United States)[2]
",$53 million,1,1,2015,53000000,9/18/2015,53000000,53000000
Spotlight,"
September 3, 2015 (2015-09-03) (Venice)
November 6, 2015 (2015-11-06) (United States)
",$20 million,1,1,2015,20000000,11/6/2015,20000000,20000000
The Visit,"
August 30, 2015 (2015-08-30) (Dublin)
September 11, 2015 (2015-09-11) (United States)
",$5 million,1,1,2015,5000000,9/11/2015,5000000,5000000
The Little Prince,"
22 May 2015 (2015-05-22) (Cannes Film Festival)[1]
29 July 2015 (2015-07-29) (France)[2]
",$77.5 million,1,1,2015,5000000,7/29/2015,77500000,77500000
Poltergeist,"
May 22, 2015 (2015-05-22)
",$35 million,1,1,2015,35000000,5/22/2015,35000000,35000000
In the Heart of the Sea,"
December 7, 2015 (2015-12-07) (New York City)
December 11, 2015 (2015-12-11) (United States)
",$100 million,1,1,2015,100000000,12/11/2015,100000000,100000000
Southpaw,"
June 15, 2015 (2015-06-15) (SIFF)
July 24, 2015 (2015-07-24) (United States)
",$30 million,1,1,2015,30000000,7/24/2015,30000000,30000000
The Second Best Exotic Marigold Hotel,"
26 February 2015 (2015-02-26) (United Kingdom)

6 March 2015 (2015-03-06) (United States)
",$10 million,1,1,2015,10000000,3/6/2015,10000000,10000000
