moviename,release_date,budget,year,cleaned_budget,cleaned_release_date
All the Money in the World,"
December 18, 2017 (2017-12-18) (Samuel Goldwyn Theater)
December 25, 2017 (2017-12-25) (United States)
January 5, 2018 (2018-01-05) (United Kingdom)
",$50 million,2017.0,50000000.0,2018-01-05
The Big Sick,"
January 20, 2017 (2017-01-20) (Sundance)
June 23, 2017 (2017-06-23) (United States)
",$5 million,2017.0,5000000.0,2017-06-23
Gongjo,"
January 18, 2017 (2017-01-18)
",US$8.52 million,2017.0,52000000.0,2017-01-18
All Eyez on Me,"
June 14, 2017 (2017-06-14) (Fox Bruin Theater)
June 16, 2017 (2017-06-16) (United States)
",$40–45 million,2017.0,45000000.0,2017-06-16
Downsizing,"
August 30, 2017 (2017-08-30) (Venice)
December 22, 2017 (2017-12-22) (United States)
",$68–76 million,2017.0,76000000.0,2017-12-22
"I, Tonya","
September 8, 2017 (2017-09-08) (TIFF)
December 8, 2017 (2017-12-08) (United States)
",$11 million,2017.0,11000000.0,2017-12-08
1987: When the Day Comes,"
December 27, 2017 (2017-12-27)[1]
",₩15 billion(US$14 million),2017.0,14000000.0,2017-12-27
Bleeding Steel,"
22 December 2017 (2017-12-22) (China)
6 July 2018 (2018-07-06) (United States)
",,2017.0,,2018-07-06
Logan Lucky,"
August 9, 2017 (2017-08-09) (Knoxville)
August 18, 2017 (2017-08-18) (United States)
",$29 million,2017.0,29000000.0,2017-08-18
Boo 2! A Madea Halloween,"
October 20, 2017 (2017-10-20)[1]
",$20–25 million,2017.0,25000000.0,2017-10-20
Sky Hunter,"
September 29, 2017 (2017-09-29)
",CN¥200 million,2017.0,200000000.0,2017-09-29
Phantom Thread,"
December 11, 2017 (2017-12-11) (Walter Reade Theater)
December 25, 2017 (2017-12-25) (United States)
",$35 million,2017.0,35000000.0,2017-12-25
Rough Night,"
June 12, 2017 (2017-06-12) (New York City)
June 16, 2017 (2017-06-16) (United States)
",$20–26 million,2017.0,26000000.0,2017-06-16
Son of Bigfoot,"
16 August 2017 (2017-08-16) (France)[3]
16 February 2018 (2018-02-16) (United States)
",$20 million,2017.0,20000000.0,2018-02-16
The Thousand Faces of Dunjia,"
December 15, 2017 (2017-12-15)
",,2017.0,,2017-12-15
The Battleship Island,"
26 July 2017 (2017-07-26)
",US$21 million,2017.0,21000000.0,2017-07-26
Hanson and the Beast,"
29 December 2017 (2017-12-29)
","$6.7 million 
+ $7 million re-release",2017.0,7000000.0,2017-12-29
Guilty of Mind,,,2017.0,,
Flatliners,"
September 29, 2017 (2017-09-29) (United States)
",$19 million,2017.0,19000000.0,2017-09-29
Wind River,"
January 21, 2017 (2017-01-21) (Sundance)
August 4, 2017 (2017-08-04) (United States)
August 30, 2017 (2017-08-30) (France)
September 8, 2017 (2017-09-08) (United Kingdom)
",$11 million,2017.0,11000000.0,2017-09-08
Battle of Memories,"
April 28, 2017 (2017-04-28)
",US$20 million,2017.0,20000000.0,2017-04-28
The Snowman,"
7 October 2017 (2017-10-07) (Haifa)
13 October 2017 (2017-10-13) (United Kingdom)
",$35 million,2017.0,35000000.0,2017-10-13
Gifted,"
April 7, 2017 (2017-04-07) (United States)
",$7 million,2017.0,7000000.0,2017-04-07
Loving Vincent,"
12 June 2017 (2017-06-12) (Annecy)[2]
22 September 2017 (2017-09-22) (United States)[1]
6 October 2017 (2017-10-06) (Poland)[3]
13 October 2017 (2017-10-13) (United Kingdom)
",$5.5 million,2017.0,5000000.0,2017-10-13
Mary and the Witch's Flower,"
8 July 2017 (2017-07-08)
",,2017.0,,2017-07-08
Call Me by Your Name,"
January 22, 2017 (2017-01-22) (Sundance)
November 24, 2017 (2017-11-24) (United States)
January 18, 2018 (2018-01-18) (Brazil)
January 25, 2018 (2018-01-25) (Italy)
",$3.5 million,2017.0,5000000.0,2018-01-25
T2 Trainspotting,"
22 January 2017 (2017-01-22) (Edinburgh)
27 January 2017 (2017-01-27) (United Kingdom)
17 March 2017 (2017-03-17) (United States)
",$18 million,2017.0,18000000.0,2017-03-17
Fist Fight,"
February 13, 2017 (2017-02-13) (Regency Village Theater)
February 17, 2017 (2017-02-17) (United States)
",$22–25 million,2017.0,25000000.0,2017-02-17
The Circle,,,2017.0,,
Diary of a Wimpy Kid: The Long Haul,"
May 19, 2017 (2017-05-19)
",$22 million,2017.0,22000000.0,2017-05-19
Midnight Runners,"
9 August 2017 (2017-08-09)
",US$7 million,2017.0,7000000.0,2017-08-09
Home Again,"
August 29, 2017 (2017-08-29) (Los Angeles)
September 8, 2017 (2017-09-08) (United States)
",$15 million,2017.0,15000000.0,2017-09-08
The Adventurers,"
11 August 2017 (2017-08-11) (Taiwan, China)[1]
24 August 2017 (2017-08-24) (Hong Kong)
",RMB150 million,2017.0,150000000.0,2017-08-24
"Tad, the Lost Explorer, and the Secret of King Midas","
5 June 2012 (2012-06-05) (AIAFF)[1]
31 August 2012 (2012-08-31) (Spain)[2]
",€8 million,2017.0,8000000.0,2012-08-31
Hostiles,"
September 2, 2017 (2017-09-02) (Telluride)
December 22, 2017 (2017-12-22) (United States)
",$39 million,2017.0,39000000.0,2017-12-22
Namiya,"
29 December 2017 (2017-12-29) (China)
",,2017.0,,2017-12-29
Destiny: The Tale of Kamakura,,,2017.0,,
Kidnap,"
July 31, 2017 (2017-07-31) (ArcLight Hollywood)
August 4, 2017 (2017-08-04) (United States)
",$21 million,2017.0,21000000.0,2017-08-04
R.A.I.D. Special Unit,,,2017.0,,
The House,,,2018.0,,
I Want to Eat Your Pancreas,,,2017.0,,
Sleepless,"
January 13, 2017 (2017-01-13) (United States)
",$30 million,2017.0,30000000.0,2017-01-13
Hindi Medium,"
19 May 2017 (2017-05-19) (India)
",₹14 crore,2017.0,14.0,2017-05-19
Steel Rain,"
December 14, 2017 (2017-12-14)
",,2017.0,,2017-12-14
The Invisible Guest,"
23 September 2016 (2016-09-23) (Fantastic Fest)
6 January 2017 (2017-01-06) (Spain)
",€4 million ($4.5 million),2017.0,5000000.0,2017-01-06
This Is Not What I Expected,"
April 27, 2017 (2017-04-27)
",US$18 million,2017.0,18000000.0,2017-04-27
The Bye Bye Man,"
January 13, 2017 (2017-01-13)
",$6.2–7.4 million,2017.0,4000000.0,2017-01-13
The Disaster Artist,"
March 12, 2017 (2017-03-12) (SXSW)
December 1, 2017 (2017-12-01) (United States)
",$10 million,2017.0,10000000.0,2017-12-01
The Swindlers,"
November 22, 2017 (2017-11-22)
",,2017.0,,2017-11-22
Alibi.com,"
15 February 2017 (2017-02-15)
",$7.6 million,2017.0,6000000.0,2017-02-15
Sword Art Online the Movie: Ordinal Scale,"
February 18, 2017 (2017-02-18)
",,2017.0,,2017-02-18
Recep Ivedik 5,"
16 February 2017 (2017-02-16) (Turkey)
[1]",,2017.0,,2017-02-16
Judwaa 2,"
29 September 2017 (2017-09-29)
",₹65 crore,2017.0,65.0,2017-09-29
What Happened to Monday,"
August 5, 2017 (2017-08-05) (Locarno Festival)
August 18, 2017 (2017-08-18) (United States)
",$20 million,2017.0,20000000.0,2017-08-18
The Beguiled,"
May 24, 2017 (2017-05-24) (Cannes)
June 23, 2017 (2017-06-23) (United States)
",$10 million,2017.0,10000000.0,2017-06-23
CHIPS,"
March 20, 2017 (2017-03-20) (TCL Chinese Theatre)
March 24, 2017 (2017-03-24) (United States)
",$25 million,2017.0,25000000.0,2017-03-24
A Cure for Wellness,"
December 10, 2016 (2016-12-10) (Alamo Drafthouse)
February 17, 2017 (2017-02-17) (United States)
",$40 million,2017.0,40000000.0,2017-02-17
Only the Brave,"
October 8, 2017 (2017-10-08) (Los Angeles)
October 20, 2017 (2017-10-20) (United States)
",$38 million,2017.0,38000000.0,2017-10-20
The Zookeeper's Wife,"
8 March 2017 (2017-03-08) (Warsaw)
31 March 2017 (2017-03-31) (United States)
21 April 2017 (2017-04-21) (United Kingdom)
",$20 million,2017.0,20000000.0,2017-04-21
Badrinath Ki Dulhania,"
10 March 2017 (2017-03-10) (India)
",₹390 million,2017.0,390000000.0,2017-03-10
Love Off the Cuff,"
April 11, 2017 (2017-04-11) (HKIFF)
April 27, 2017 (2017-04-27) (Hong Kong)
April 28, 2017 (2017-04-28) (China)
",US$12 million,2017.0,12000000.0,2017-04-28
Fireworks,"
August 18, 2017 (2017-08-18)
",,2017.0,,2017-08-18
Father Figures,"
December 13, 2017 (2017-12-13) (TCL Chinese Theater)
December 22, 2017 (2017-12-22) (United States)
",$25 million,2017.0,25000000.0,2017-12-22
The Death of Stalin,,,2017.0,,
The 8-Year Engagement,"
16 December 2017 (2017-12-16) (Japan)
",,2017.0,,2017-12-16
Jolly LLB 2,"
10 February 2017 (2017-02-10) (India)
",₹45 crore,2017.0,45.0,2017-02-10
I Can Speak,"
September 21, 2017 (2017-09-21)
",,2017.0,,2017-09-21
Detroit,"
July 26, 2017 (2017-07-26) (Fox Theatre)
July 28, 2017 (2017-07-28) (United States)
",$34–40 million,2017.0,40000000.0,2017-07-28
Extraordinary Mission,"
31 March 2017 (2017-03-31)
",,2017.0,,2017-03-31
The Glass Castle,"
August 9, 2017 (2017-08-09) (Manhattan)
August 11, 2017 (2017-08-11) (United States)
",$9 million,2017.0,9000000.0,2017-08-11
Avengers: Infinity War,,,2018.0,,
Black Panther,"
January 29, 2018 (2018-01-29) (Dolby Theatre)
February 16, 2018 (2018-02-16) (United States)
",$200 million,2018.0,200000000.0,2018-02-16
Jurassic World: Fallen Kingdom,"
May 21, 2018 (2018-05-21) (WiZink Center)
June 22, 2018 (2018-06-22) (United States)
",$170–187 million,2018.0,187000000.0,2018-06-22
Incredibles 2,"
June 5, 2018 (2018-06-05) (Los Angeles)
June 15, 2018 (2018-06-15) (United States)
",$200 million,2018.0,200000000.0,2018-06-15
Aquaman,"
November 26, 2018 (2018-11-26) (Empire, Leicester Square)
December 21, 2018 (2018-12-21) (United States)
",$160–200 million,2018.0,200000000.0,2018-12-21
Bohemian Rhapsody,,,2020.0,,
Venom,"
September 14, 2021 (2021-09-14) (London)
October 1, 2021 (2021-10-01) (United States)
",$110 million,2021.0,110000000.0,2021-10-01
Mission: Impossible - Fallout,"
July 12, 2018 (2018-07-12) (Paris)
July 27, 2018 (2018-07-27) (United States)
",$178 million,2018.0,178000000.0,2018-07-27
Deadpool 2,"
May 10, 2018 (2018-05-10) (Leicester Square)
May 18, 2018 (2018-05-18) (United States)
",$110 million,2018.0,110000000.0,2018-05-18
Fantastic Beasts: The Crimes of Grindelwald,,,2018.0,,
Ant-Man and the Wasp,"
June 25, 2018 (2018-06-25) (El Capitan Theatre)
July 6, 2018 (2018-07-06) (United States)
",$130–195 million,2018.0,195000000.0,2018-07-06
Ready Player One,"
March 11, 2018 (2018-03-11) (SXSW)[2]
March 29, 2018 (2018-03-29) (United States)
",$155–175 million,2018.0,175000000.0,2018-03-29
Operation Red Sea,"
16 February 2018 (2018-02-16)
",US$70 million,2018.0,70000000.0,2018-02-16
Detective Chinatown 2,"
16 February 2018 (2018-02-16)
",RMB 400 million($63 million),2018.0,63000000.0,2018-02-16
The Meg,"
August 10, 2018 (2018-08-10) (United States)
",$130–178 million,2018.0,178000000.0,2018-08-10
Hotel Transylvania 3: Summer Vacation,"
June 13, 2018 (2018-06-13) (AIAFF)
July 13, 2018 (2018-07-13) (United States)
",$65-80 million,2018.0,80000000.0,2018-07-13
The Grinch,"
October 22, 2018 (2018-10-22) (Regency Village Theater)
November 9, 2018 (2018-11-09) (United States)
",$75 million,2018.0,75000000.0,2018-11-09
Bumblebee,"
December 3, 2018 (2018-12-03) (Sony Center)
December 21, 2018 (2018-12-21) (United States)
",$102–135 million,2018.0,135000000.0,2018-12-21
Dying to Survive,"
June 19, 2018 (2018-06-19) (Shanghai International Film Festival)
July 5, 2018 (2018-07-05) (China)
",$10.9 million,2018.0,9000000.0,2018-07-05
A Star Is Born,"
August 31, 2018 (2018-08-31) (Venice)
October 5, 2018 (2018-10-05) (United States)
",$36 million,2018.0,36000000.0,2018-10-05
Rampage,"
April 4, 2018 (2018-04-04) (Microsoft Theater)
April 13, 2018 (2018-04-13) (United States)
",$120–140 million,2018.0,140000000.0,2018-04-13
Mamma Mia! Here We Go Again,,,2020.0,,
Solo: A Star Wars Story,"
May 10, 2018 (2018-05-10) (Los Angeles)
May 25, 2018 (2018-05-25) (United States)
",$275–300 million,2018.0,300000000.0,2018-05-25
Spider-Man: Into the Spider-Verse,"
June 2, 2023 (2023-06-02)
",,2018.0,,2023-06-02
Fifty Shades Freed,"
February 6, 2018 (2018-02-06) (Paris)
February 9, 2018 (2018-02-09) (United States)
",$55 million,2018.0,55000000.0,2018-02-09
Hello Mr. Billionaire,,,2018.0,,
The Nun,"
September 4, 2018 (2018-09-04) (TCL Chinese Theatre)
September 7, 2018 (2018-09-07) (United States)
",$22 million,2018.0,22000000.0,2018-09-07
Mary Poppins Returns,"
November 29, 2018 (2018-11-29) (Dolby Theatre)
December 19, 2018 (2018-12-19) (United States)
",$130 million,2018.0,130000000.0,2018-12-19
Green Book,"
September 11, 2018 (2018-09-11) (TIFF)
November 16, 2018 (2018-11-16) (United States)
",$23 million,2018.0,23000000.0,2018-11-16
Skyscraper,"
July 1, 2018 (2018-07-01) (Beijing)
July 13, 2018 (2018-07-13) (United States)
",$125–129 million,2018.0,129000000.0,2018-07-13
Ocean's Eight,"
June 5, 2018 (2018-06-05) (Alice Tully Hall)
June 8, 2018 (2018-06-08) (United States)
",$70 million,2018.0,70000000.0,2018-06-08
Pacific Rim: Uprising,"
March 15, 2018 (2018-03-15) (Vue West End)
March 23, 2018 (2018-03-23) (United States)
",$150–176 million[a],2018.0,176000000.0,2018-03-23
Maze Runner: The Death Cure,"
January 11, 2018 (2018-01-11) (Seoul)
January 26, 2018 (2018-01-26) (United States)
",$62 million,2018.0,62000000.0,2018-01-26
Tomb Raider,,,2018.0,,
Crazy Rich Asians,"
August 7, 2018 (2018-08-07) (TCL Chinese Theatre)
August 15, 2018 (2018-08-15) (United States)
",$30 million,2018.0,30000000.0,2018-08-15
Creed II,"
November 14, 2018 (2018-11-14) (Lincoln Center)
November 21, 2018 (2018-11-21) (United States)
",$50 million,2018.0,50000000.0,2018-11-21
Smallfoot,"
September 28, 2018 (2018-09-28) (United States)
",$80 million,2018.0,80000000.0,2018-09-28
Us and Them,"
April 28, 2018 (2018-04-28) (Mainland China)
June 22, 2018 (2018-06-22) (International)
August 2, 2018 (2018-08-02) (Hong Kong)
",,2018.0,,2018-08-02
The Island,"
10 August 2018 (2018-08-10) (China)
",,2018.0,,2018-08-10
Christopher Robin,"
July 30, 2018 (2018-07-30) (Burbank)
August 3, 2018 (2018-08-03) (United States)
",$75 million,2018.0,75000000.0,2018-08-03
The Equalizer 2,"
July 20, 2018 (2018-07-20) (United States)
",$62–79 million,2018.0,79000000.0,2018-07-20
Project Gutenberg,"
30 September 2018 (2018-09-30) (China)
4 October 2018 (2018-10-04) (Hong Kong)[1]
",HK$300 million,2018.0,300000000.0,2018-10-04
The Mule,"
December 10, 2018 (2018-12-10) (Regency Village Theater)

December 14, 2018 (2018-12-14) (United States)
",$50 million,2018.0,50000000.0,2018-12-14
The Nutcracker and the Four Realms,"
October 29, 2018 (2018-10-29) (Dolby Theatre)
November 2, 2018 (2018-11-02) (United States)
",$120–133 million,2018.0,133000000.0,2018-11-02
Insidious: The Last Key,"
January 5, 2018 (2018-01-05) (United States)
",$10 million,2018.0,10000000.0,2018-01-05
The Predator,"
September 6, 2018 (2018-09-06) (TIFF)
September 14, 2018 (2018-09-14) (United States)
",$88 million,2018.0,88000000.0,2018-09-14
Johnny English Strikes Again,"
5 October 2018 (2018-10-05) (United Kingdom)
10 October 2018 (2018-10-10) (France)
",$25 million,2018.0,25000000.0,2018-10-10
Red Sparrow,"
February 15, 2018 (2018-02-15) (Newseum)
March 2, 2018 (2018-03-02) (United States[1])
",$69 million,2018.0,69000000.0,2018-03-02
The First Purge,"
July 4, 2018 (2018-07-04) (United States)
",$13 million,2018.0,13000000.0,2018-07-04
How Long Will I Love U,"
18 May 2018 (2018-05-18)
",$6 million,2018.0,6000000.0,2018-05-18
A Wrinkle in Time,"
February 26, 2018 (2018-02-26) (El Capitan Theatre)
March 9, 2018 (2018-03-09) (United States)
",$100–130 million,2018.0,130000000.0,2018-03-09
The House with a Clock in Its Walls,"
September 21, 2018 (2018-09-21) (United States)
",$42 million,2018.0,42000000.0,2018-09-21
Instant Family,"
November 16, 2018 (2018-11-16)
",$48 million,2018.0,48000000.0,2018-11-16
A Cool Fish,"
16 November 2018 (2018-11-16) (China)
",,2018.0,,2018-11-16
Game Night,"
February 23, 2018 (2018-02-23) (United States)
",$37 million,2018.0,37000000.0,2018-02-23
Dragon Ball Super: Broly,"
December 14, 2018 (2018-12-14)
",$8.5 million,2018.0,5000000.0,2018-12-14
The Monkey King 3,"
16 February 2018 (2018-02-16)[1]
",RMB 550 (US$87 million) ,2018.0,87000000.0,2018-02-16
First Man,"
August 29, 2018 (2018-08-29) (Venice)
October 12, 2018 (2018-10-12) (United States)
","
$70 million (gross)
$59 million (net)
",2018.0,59000000.0,2018-10-12
Book Club,"
May 18, 2018 (2018-05-18) (United States)
",$14.1 million,2018.0,1000000.0,2018-05-18
Night School,"
September 28, 2018 (2018-09-28) (United States)
",$29 million,2018.0,29000000.0,2018-09-28
Detective Conan: Zero the Enforcer,"
April 13, 2018 (2018-04-13)
",,2018.0,,2018-04-13
Alpha,"
August 17, 2018 (2018-08-17) (United States)
",$51 million,2018.0,51000000.0,2018-08-17
Along With the Gods: The Last 49 Days,"
August 1, 2018 (2018-08-01)
",₩20 billion(US$18.3 million),2018.0,3000000.0,2018-08-01
A Simple Favor,"
September 14, 2018 (2018-09-14)
",$20 million,2018.0,20000000.0,2018-09-14
Boonie Bears: The Big Shrink,,,2018.0,,
The Favourite,"
30 August 2018 (2018-08-30) (Venice)[2]
23 November 2018 (2018-11-23) (United States)
1 January 2019 (2019-01-01) (United Kingdom and Ireland)
",$15 million,2018.0,15000000.0,2019-01-01
Truth or Dare,"
April 13, 2018 (2018-04-13) (United States)
",$3.5 million,2018.0,5000000.0,2018-04-13
Kill Mobile,,,2018.0,,
I Feel Pretty,"
April 20, 2018 (2018-04-20) (United States)
",$32 million,2018.0,32000000.0,2018-04-20
Blockers,"
March 10, 2018 (2018-03-10) (SXSW)
April 6, 2018 (2018-04-06) (United States)
",$21 million,2018.0,21000000.0,2018-04-06
BlacKkKlansman,"
May 14, 2018 (2018-05-14) (Cannes)
August 10, 2018 (2018-08-10) (United States)
",$15 million,2018.0,15000000.0,2018-08-10
Goosebumps 2: Haunted Halloween,"
October 8, 2018 (2018-10-08) (Culver City)[4]
October 12, 2018 (2018-10-12) (United States)
",$35 million,2018.0,35000000.0,2018-10-12
Overboard,,,2020.0,,
Sherlock Gnomes,"
March 23, 2018 (2018-03-23) (United States)
May 11, 2018 (2018-05-11) (United Kingdom)
",$59 million,2018.0,59000000.0,2018-05-11
Detective Dee: The Four Heavenly Kings,"
June 28, 2018 (2018-06-28) (Fantasia)
July 27, 2018 (2018-07-27)[1]
",,2018.0,,2018-07-27
"Hello, Mrs. Money",,,2018.0,,
I Can Only Imagine,"
March 16, 2018 (2018-03-16)
",$7 million,2018.0,7000000.0,2018-03-16
Mortal Engines,"
November 27, 2018 (2018-11-27) (London)
December 6, 2018 (2018-12-06) (New Zealand)
December 14, 2018 (2018-12-14) (United States)
",$100–150 million,2018.0,150000000.0,2018-12-14
Doraemon the Movie: Nobita's Treasure Island,"
March 3, 2018 (2018-03-03)
",,2018.0,,2018-03-03
